Sunflower,1kg wholesale,,,800 800,,,1300,950,1000,,,970,
"",Retail,,,1000 900,,,1500,1100,1200,,,1140,
Plantains,,,,,,,,,,,,,
Matooke,Bunch wholesale,,8000 8000,12000 13000 12000 13000,23000,2300,5000 800,20000,10000 11000 13000 13000 5000 20000,,,11124,
Rev.No. 00,,,,,,,,Issue Date: June 2010,,,,,
"",Retail,,10000 12000,14500 15000 14000 15000,24000,26000,6000 1000,22000,11500 15000 15000 14000 6000 20000,,,14176,
Matooke (kg) 1kg,,wholesale,,,,,,,,,200,,,,,,,,,200,
"",,Retail,,,,,,,,,250,,,,,,,,,250,
Poultry Products,,,,,,,,,,,,,,,,,,,,,
Exotic Chicken Bird,,wholesale,4500,7500,7000,8500,6000,6000,7500,6200,,6000,8500,11000,8000,,7500,9000,9000,7480,
"",,Retail,5000,9000,10000,10500,7000,8000,8000,6700,,7000,11000,12000,9000,,8500,11000,10000,8847,
Exotic Eggs Tray,,wholesale,55000,6000,,4200,5800,5200,6300,6200,6000,2000,6500,6500,6800,5800,6000,6500,6000,8800,
"",,Retail,6000,6500,,5500,7500,5500,7500,6700,6500,2200,6700,7500,7000,6500,7500,7500,7200,6488,15000
Local Chicken Bird,,wholesale,10000,9000,15000,10500,11500,13000,14000,12000,8000,8000,11000,1500,9000,14000,14000,14000,1800,10371,
"",,Retail,12000,12000,17000,25000,,15000,15000,15000,10000,10000,12000,17000,12000,15000,15000,16000,20000,14875,
Local Eggs Tray,,wholesale,10000,9000,5500,7500,8000,10000,7500,7300,7000,6500,11400,8000,8500,7500,10000,7500,9000,8247,
"",,Retail,15000,12000,6000,10100,12000,13000,9000,9000,7500,6700,12000,10500,9000,9000,11000,9000,9000,9988,
Turkey Bird,,wholesale,,,48000,25000,35000,30000,8000,36000,,,35000,,,,,,,31000,
"",,Retail,,,55000,35000,42000,3500,8000,,,,37000,,,,,,,30083,
Pulses,,,,,,,,,,,,,,,,,,,,,
Agwede Beans 1kg,,wholesale,,,1500,1100,1200,1200,,1300,,2400,,1450,1100,,1600,,,1428,
"",,Retail,,,1800,1200,1400,1300,,1450,,2500,,1600,1200,,1700,,,1572,
Cow Peas 1kg,,wholesale,2700,2000,2400,1100,1800,3500,,2000,1700,,1300,,,1500,1050,2600,2500,2012,
"",,Retail,3000,2400,3000,1300,2000,4000,,2200,1800,,1500,,,1600,1200,3000,3000,2308,
Nambale Beans 1kg,,wholesale,1800,1200,1700,1000,1400,1200,1205,1400,1000,,1300,1500,1200,,,1600,1600,1365,
"",,Retail,2000,1400,1800,1200,1700,1300,1206,1550,1200,,1500,1700,1300,,,1800,1800,1533,
Soya Beans 1kg,,wholesale,1200,1300,2000,1900,1200,1150,1200,1200,1700,500,1000,1150,,900,1400,1500,1300,1288,
"",,Retail,1600,1600,2600,2100,1500,1250,1300,1350,1800,600,1200,1200,,1000,1600,1500,1500,1481,
Yellow Beans 1kg,,wholesale,2000,1200,1800,850,1800,1800,1596,1650,,1500,1550,1600,,800,1800,2300,1800,1603,
"",,Retail,2200,1500,2400,1050,2200,2000,1597,1800,,1600,1700,1900,,900,2000,2000,2000,1790,
Root Crops,,,,,,,,,,,,,,,,,,,,,
Cassava Flour 1kg,,wholesale,500,600,1400,800,400,400,500,360,900,400,500,500,800,800,700,400,350,606,
"",,Retail,700,950,1600,1300,800,500,600,470,1000,500,600,700,900,1000,800,800,400,801,
Dry Fermented Cassava 1kg,,wholesale,,,400,,,300,,260,,,210,,,,160,,230,260,
"",,Retail,,,650,,,350,,300,,,250,,,,170,,250,328,
Fresh Cassava 1kg,,wholesale,300,350,1400,600,240,350,600,800,400,110,210,280,900,400,110,800,1000,521,
"",,Retail,500,400,1600,1200,300,400,700,1000,500,120,250,330,1000,500,130,1000,1000,643,
Irish Potatoes 1kg,,wholesale,450,600,1700,1200,450,450,500,750,400,,800,1100,350,333,600,1000,6500,1074,
"",,Retail,1000,800,2100,1700,550,550,600,800,500,,1000,1200,370,375,700,1500,7000,1297,
Orange Fleshed S.Potato 1kg,,wholesale,4000,,,,,400,600,,400,300,200,300,,208,,,1000,823,
"",,Retail,5000,,,,,500,700,,500,350,250,340,,233,,,1000,986,
Sun Dried Cassava 1kg,,wholesale,,350,1000,,400,300,270,260,,,220,250,,,150,,230,343,
"",,Retail,,400,1500,,800,350,300,300,,,260,300,,,170,,250,463,1500
White fleshed s.Potato 1kg,,wholesale,500,400,2400,700,500,350,500,900,300,,200,300,900,199,240,500,1000,618,
"",,Retail,1000,500,2600,1000,600,400,600,1200,400,,250,340,1000,220,260,1000,1000,773,1500
Traditional Cash Crops,,,,,,,,,,,,,,,,,,,,,
Coffee (Arabica) 1kg,,wholesale,,1750,,750,,,,2400,5600,,,,,1900,900,,7000,2900,
"",,Retail,,2000,,950,,,,2500,5700,,,,,2500,1000,,6500,3021,
Coffee (Robusta) 1kg,,wholesale,,,,,,,1700,,,6400,,,,,2100,,,3400,
"",,Retail,,,,,,,1800,,,6500,,,,,2200,,,3500,
Unprocessed Cotton 1kg,,wholesale,,,,2400,,,,,,,,,,,1800,,2300,2167,
"",,Retail,,,,2800,,,,,,,,,,,2000,,2400,2400,
Unprocessed Tea 1kg,,wholesale,,,,,,350,,,,,,,,,34000,,,17175,
"",,Retail,,,,,,400,,,,,,,,,36000,,,18200,
Unprocessed Vanilla 1kg,,wholesale,,,,,,2800,,,,,,,,,,,,,
"",,Retail,,,,,,3500,,,,,,,,,,,,,
