"",,Wholesale,1500,1000,1000,1400 1000,1100,780,854,800,800 600,900,650,700,700 680,1200,1000,600 1200,1000,926.86,
Rice (Kayiso),Kg,Retail,1400,2400,1500,2100 1600,,1600,1300,1500,1700 1600,1500,1400,2000,1600 1400,2300,,2500,2500,1772.2,
"",,Wholesale,1300,2200,1200,1700 1400,,1300,1150,1000,1600 1400,1000,1300,1500,1400 1200,2000,,2300,2300,1513.9,
Rice (Super),Kg,Retail,1800,2100,1800,2100 2000,2000,1800,1500,1800,2000 2000,1800,1800,2200,2500 1400,2500,,2000 2600,2800,2025,
"",,Wholesale,1500,2000,1500,1700 1600,1800,1550,1350,1590,1800 1800,1600,1500,1600,2300 1200,2100,,1800 2300,2000,1729.5,
Rice (Upland),Kg,Retail,1400,1800,,2600 1600,2500,1500,1300,1700,1600 1300,,,2000,1600 1400,2000,,2100,2800,1825,
"",,Wholesale,1200,1700,,1950 1400,2200,1400,1200,1600,1500 1200,,,1800,1300 1200,1600,,1800,2500,1596.9,
Simsim,Kg,Retail,4000,,3000,3200 2800,5000,4000,2400,2850,2800 2500,3000,2800,2600,2500 2700,4000,,2700,3700,3141.7,
"",,Wholesale,3500,,2600,2900 2500,4000,3000,2200,2630,2700 2400,2800,2450,2500,2300 2200,3000,,2300,3500,2748.9,
Sorghum Flour,Kg,Retail,2200,800,,1000,1800,600,,650,700 1000,450,600,1000,1400,,1600,900,1000,1046.7,
"",,Wholesale,2000,700,,700,1600,500,,470,600 900,400,450,900,1200,,1400,800,850,898,
Sorghum Grain,Kg,Retail,2000,750,,800,1500,400,310,1200,400,350,240,600,300 300,1000,1200,450 800,850,747.22,
"",,Wholesale,1700,650,,500,1400,350,305,1000,350,250,220,350,200 180,700,1100,300 700,700,608.61,
Fish,,,,,,,,,,,,,,,,,,,,,
"Fish, Nile Perch",Kg,Retail,6000,,8000,5500 7500,,8000,5000,5500,6000,,5000,5000,5500,,,,,6090.9,
"",,Wholesale,5000,,7500,4500 6000,,6500,4700,4500,5000,,4500,,5000,,,,,5320,
"Fish, Tilapia",whole,Retail,3500,7500,4000,3500 4000,7000,6000,4700,6800,9000,8000,6500,7500,5000 8000,5000,5500,5500,,5944.4,
"",,Wholesale,3000,6500,3500,2000 4000,6000,5000,4500,5500,8000,6000,4600,,4200 7000,4500,5000,4500,6000,4988.9,
Fruits,,,,,,,,,,,,,,,,,,,,,
Apple Bananas,Kg,Retail,1000,600,400,1000 1000,1000,1300,1000,1600,200 600,,800,1000,1400 2500,500,1100,800 450,1300,977.5,
"",,Wholesale,800,550,300,600 700,900,1200,900,1000,1850 500,,700,800,1100 2000,300,1000,700 320,1200,871,2000
Cavendish (Bogoya),Kg,Retail,1350,800,1700,1200 1000,1300,1900,1600,2500,700 1800,,800,800,1600 3600,1500,1700,2500 500,2500,1567.5,
"",,Wholesale,1200,700,1500,700 800,1200,1600,1300,2000,600 1500,,700,700,1300 3200,1000,1600,2000 400,2000,1300,
Matooke,Kg,Retail,250,175,1500,375,900,320,600,300,220 250,1000,900,350,1400 800,1000,420,400,950,637.37,
"",,Wholesale,200,150,1100,150,700,280,500,280,200 200,800,750,300,1100 700,700,400,300,800,505.79,
Matooke (Bunch),Bunch,Retail,7000,7000,13000,5000 9500,15000,10000,9000,12500,11000 5000,10000,20000,12500,17500,4000,11000,6500 8000,7500,10050,
"",,Wholesale,5000,6000,10000,4000 7500,12500,8000,8000,10000,10000 4000,8000,17000,10000,14000,3000,10000,4500 6000,6000,8175,
Pineapple,whole,Retail,1600,600,1000,1500 2000,2000,1000,900,900,2000 1300,1500,2500,,1500 3000,1200,1800,600 1600,1500,1500,
"",,Wholesale,1500,500,600,700 1800,1500,800,700,800,1800 1200,1000,2100,,1300 2400,800,1700,500 900,1350,1197.5,2500
"",,,,,,CENTRAL,,,,,,,EASTERN,,,,NORTHERN,,,WESTERN,,,Organic
CommodityName,Unit,,KAL,KIB,LUW,MSK,NAK,NKS,OWI,BUS,IGA,JJA,KAP,MBA,SOR,ARU,GUL LRA,FTP,KAS,KLE KSR,MBR,Avg,prices
Oil Seeds,,,,,,,,,,,,,,,,,,,,,,,
"Groundnuts, Unpounded",Kg,Retail,2800,2500,2500,2100,3000,3500,2800,2400,2600,,2800 3000,2500,2400,3000,2500 2700,2500,2500,2500 3100,2800,2690.5,
"",,Wholesale,2500,2400,2100,2000,2600,3000,2400,2200,2500,,2600 2800,2000,2200,2800,2300 2200,2200,2400,2400 2800,2700,2433.3,
Soya Beans,Kg,Retail,1500,1400,1400,1900,1500,1600,1200,1300,1200,,1700 1800,1500,1200,1500,1000,1500,,1600,2300,1505.6,
"",,Wholesale,1300,1300,1200,1800,1200,1400,950,942,1000,,1600 1700,1000,900,,800 770,1000,,1300,2000,1231.2,
Sunflower,Kg,Retail,,,,,,3000,,,,,,,,,1000,,,,2900,2300,
"",,Wholesale,,,,,,2500,,,,,,,,,800,,,,2700,2000,
Poultry Products,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, Exotic",bird,Retail,7500,,9000,6500,6000,10000,8000,7500,6000,,7500,,8500,8000,10000,10000,8500,10000 9000,10000,8352.9,
"",,Wholesale,7000,,8000,5500,5000,8000,6000,6500,5200,,6500,,6500,,9000,8000,8200,8000 7000,9000,7087.5,
"Chicken, Local",bird,Retail,11000,12000,18000,7500,,17000,15000,11000,13000,15000,12000,8000,11000,12000,12000 13500,14000,20000,13000 12000,14000,13050,
"",,Wholesale,9000,10000,15000,6000,11500,14000,13000,8500,10000,14000,10000,6500,8500,11000,11000 12000,12000,19000,10000 7500,12500,11000,15000
"Eggs, Exotic",tray,Retail,5000,6500,6000,5500,6000,5500,5500,7500,6500,,6000 6000,7000,5800,7500,7500,7000,5800,9000 6500,9000,6555,
"",,Wholesale,4500,6300,4800,4500,5000,5000,5000,6200,6200,,5400 5500,6000,5600,6500,6200,6500,5500,8500 5500,8000,5835,
"Eggs, Local",tray,Retail,,9000,10000,10000,12000,14000,13000,9000,8500,10000,7000,,9000,7500,10500,9000,8800,10000 12000,7300,9811.1,
"",,Wholesale,,7500,8000,9500,10000,12000,10000,7500,6800,,9000 6500,,8500,,8500,7000,8500,9000 9000,6800,8476.5,
Turkey,bird,Retail,,,38000,,,50000,40000,8000,35000,40000,,,25000,,,,,30000,,33250,
"",,Wholesale,,,30000,,35000,35000,30000,8000,32000,37000,,,24000,,,,,26000,,28556,
Pulses,,,,,,,,,,,,,,,,,,,,,,,
Cow Peas,Kg,Retail,3200,2500,3000,2800,2200,4500,3500,,1800,,2500 1800,1500,1200,2500,,2500,2200,2200,1400,2429.4,
"",,Wholesale,3000,2400,2750,2400,1800,4000,3000,,1680,,2400 1700,1200,900,1600,,2200,2100,2000,1200,2137.1,
"Dried Beans, Agwede",Kg,Retail,,,,1400,1400,,1300,,1450,,1500,,,,1500,,,,,1425,
"",,Wholesale,,,,1200,1200,,1200,,1220,,1400,,,,1000,,,,,1203.3,
"Dried Beans, Nambale",Kg,Retail,2000,,2000,1200,1800,2200,1500,1700,1650,,1500 1400,1400,1600,1600,1400 1400,1800,2000,1200,1800,1639.5,
"",,Wholesale,1800,,1700,1100,1500,2000,1350,1442,1450,,1400 1200,1300,1400,1450,1000 1200,1600,1900,1100,1700,1452.2,
"Dried Beans, Yellow",Kg,Retail,2300,1400,2000,1050,2500,2500,1800,1850,1850,,2000,,1800,1700,1500 1400,2500,2600,1800,2100,1925,
"",,Wholesale,2000,1300,1800,850,2200,2200,1600,1607,1670,,1800,,1500,1600,1100 1200,2100,2500,1550,1900,1693.2,
Root Crops,,,,,,,,,,,,,,,,,,,,,,,
"Cassava, Dry Fermented",Kg,Retail,,,,,,,350,,250,,140,,300,,300 1400,,500,,1000,530,
"",,Wholesale,,,,,,,300,,210,,130,,220,,250 1100,,480,,800,436.25,
"Cassava, Flour",Kg,Retail,800,1000,800,1200,700,900,600,600,400,,600 1000,500,600,,400 1700 800,800,750,1500 1000,700,826.19,
"",,Wholesale,500,800,500,700,450,800,430,500,350,,500 900,400,440,,360 1400 700,500,720,1000 700,550,628.57,
"Cassava, Fresh",Kg,Retail,270,550,1200,1000,350,450,400,700,700,,130 500,80,250,,500 500 300,1000,1000,1500 300,700,589.52,
"",,Wholesale,200,450,1000,500,250,400,350,550,500,,110 400,70,200,,400 400 250,500,900,1000 200,550,437.14,
"Cassava, Sun dried",Kg,Retail,,,,,700,,350,300,250,,120,250,300,,300 1400,,450,500,1200,510,
"",,Wholesale,,,,,450,,300,270,200,,100,200,230,,250 1100,,420,400,1100,418.33,
Irish Potatoes,Kg,Retail,,625,1000,1200,720,1200,800,700,800,,1000 500,700,1000,1000,1500 1200,1500,800,570 900,1700,970.75,
"",,Wholesale,,583,800,700,640,1000,750,500,670,,900 400,630,750,,900 1100 1000,1000,700,560 700,1500,789.15,1500
Sweet Potatoes,Kg,Retail,220,166,1000,1000,350,500,400,600,800,,170 500,100,300,,550 600 300,1000,900,1000 500,1450,590.76,
"",,Wholesale,170,150,900,500,250,400,350,500,600,,150 400,80,250,,500 400 200,500,800,900 400,1200,457.14,1500
Traditional Cash Crops,,,,,,,,,,,,,,,,,,,,,,,
Coffee (Unprocessed),Kg,Retail,,2500,,1000,,,,,,,900,5000,,,,,2200,,,2320,
"",,Wholesale,,1900,,800,,,,,,,800,4700,,,,,2000,,,2040,
Vanilla (Unprocessed),Kg,Retail,,,,,,,3500,,,,,,,,,,,,3200,3350,
"",,Wholesale,,,,,,,2700,,,,,,,,,,,,3000,2850,
