CommodityKalerwe KibogaOwinoMasakaNakaseroNakawaIgangaJinjaKapch'MbaleSorotiAruaGuluLiraHoimaKabale KaseseMbarara Avg,,,,,,,,,,,,,,,,,,,,,
"Eggs, Local",tray,Retail,,"8,000","11,000","7,500","10,000","9,000","7,000","6,500","9,000","10,500","7,000","7,500","6,000","10,000","9,000","7,000","7,500","8,000",
"",,Wholesale,,"6,500","8,500","6,000","9,000","7,000","5,800","6,000","7,000","90,000","6,800",,"6,000","8,500","7,000","5,800","7,000","8,000",
Fish ‐ Nile Perch,Kg,Retail,"5,000","4,500","6,000",,"7,000","6,000","4,800","5,000",,,"6,000","4,500","3,000","8,000",,,,,
"",,Wholesale,"4,500","4,000","4,500",,"6,000","5,000","4,500","4,500",,,"5,500","4,500","3,000","6,000",,,,,
Fish ‐ Tilapia,whole,Retail,"4,000","3,500","15,000","4,000","7,500","4,000","4,800","7,000",,"5,000","5,000","5,000",,,"6,000","5,000","3,000","5,000",
"",,Wholesale,"3,500","3,000","13,000","3,500","6,000","3,500","4,000","6,000",,"4,700","4,500","3,700",,,,"3,500","2,800","5,000",
Goat Meat,Kg,Retail,"6,000","4,000","6,000","5,000","6,000","6,000","5,000","6,000","5,000","5,000","4,500","5,000","6,000","5,000",,"5,000",,"6,000",
"",,Wholesale,"5,000","3,300","4,500","4,500","5,300","5,000","4,600","5,000","4,500","4,800","4,300","5,000","5,500","4,500","5,000","4,000","5,000","5,500",
"Groundnuts, unpounded",Kg,Retail,"2,500","2,300","2,200","2,200","3,000","2,500","1,300","2,000","2,000","1,900","1,800","2,500","1,300","2,800","1,700","2,400","2,400","1,000",
"",Wholesale,"2,300","2,100","1,900","1,950","2,500","2,100","1,000","1,700","1,800","1,500","1,650","2,200","1,200","2,500","1,600","1,900","2,400",750,,
CommodityKalerwe KibogaOwinoMasakaNakaseroNakawaIgangaJinjaKapch'MbaleSorotiAruaGuluLiraHoimaKabale KaseseMbarara Avg,,,,,,,,,,,,,,,,,,,,,
Honey (Processed),Kg,Retail,"8,000",,"7,000","8,000","8,000","7,000","6,000","12,000",,,"6,000","4,000","4,500","4,000",,"7,500",,"4,000","6,6155,7084,8234,2646525231,2891,1086895826497138,6287,8637416151,5911,3301,1319721,9131,6902,0441,8412,3362,0361,1639408696591,4711,2901,2861,0864864542,7002,42529,66724,7781,7641,6041,6001,293"
"",,Wholesale,"7,500",,"6,000","6,000","7,500","6,000","5,600","10,000",,,"5,800","3,500","4,000","3,800",,"6,500",,"2,000",
Honey (Unprocessed),Kg,Retail,"7,500","7,000",,,"5,000",,"2,500","8,000",,"3,629","2,600",,"3,000","4,000",,"5,000",,,
"",,Wholesale,"7,000","6,000",,,"4,500",,"2,300","7,000",,"2,941","2,400",,"2,500","4,000",,"4,000",,,
Irish Potatoes,Kg,Retail,500,600,450,"1,000",750,440,600,700,400,400,700,"1,000","1,200",900,500,350,250,"1,000",
"",,Wholesale,330,500,420,550,650,360,520,600,300,350,550,800,"1,000",800,380,280,220,800,
Maize Flour,Kg,Retail,"1,300","1,400","1,300","1,300","1,200","1,400","1,200","1,200","1,200","1,200","1,200","1,700","1,300","1,200","1,200","1,400","1,100","1,400",
"",,Wholesale,"1,100","1,200","1,150","1,200","1,000","1,200","1,000","1,100","1,000","1,000","1,000","1,400","1,200","1,100","1,000","1,100","1,000","1,200",
Maize Grain,Kg,Retail,"1,000",700,730,550,"1,000",950,650,730,600,600,550,800,600,550,600,600,,500,
"",,Wholesale,850,550,670,350,900,750,550,680,500,500,450,700,500,500,500,550,,400,
Matooke,Kg,Retail,390,450,300,200,700,390,400,300,400,400,300,550,"3,000","2,000",300,370,240,"1,000",
"",,Wholesale,320,350,265,175,650,360,300,280,350,300,"2,500",450,"2,500","2,000",,320,200,800,
Matooke (Bunch),Bunch,Retail,"7,000","6,000","8,250","8,000","12,000","9,000","8,300","15,000","8,000","8,000","10,000","9,500",,"9,000","5,000","8,000","7,000",,
"",,Wholesale,"6,500","5,000","6,750","7,000","10,000","8,000","7,200","14,000","7,000","7,000","9,000","8,500",,"8,500",,"7,000","6,500",,
Milk (One Litre),Ltrs,Retail,800,700,700,800,800,900,500,800,500,800,800,"1,000","1,200",600,,500,700,500,
"",,Wholesale,700,500,650,400,750,800,400,700,400,600,700,700,"1,000",600,,450,700,400,
Millet Flour,Kg,Retail,"1,600",,"1,800","1,900","1,300","1,800","1,550","1,500",,"1,500","1,400","1,600","1,100","1,800","2,000","1,500","1,300","1,800",
"",,Wholesale,"1,400",,"1,500","1,400","1,200","1,400","1,350","1,200",,"1,200","1,300","1,500",800,"1,800",,"1,400","1,200","1,300",
Millet Grain,Kg,Retail,"2,000","1,300","1,000","1,400","1,200",950,"1,100",900,"1,050","1,200",800,"1,000",850,800,700,"1,200","1,100","1,800",
"",,Wholesale,"1,400",900,900,"1,200",800,750,"1,000",800,"1,000",900,700,900,850,800,650,"1,200","1,050","1,700",
Rice (Kayiso),Kg,Retail,"1,700","2,000","1,700","2,400",,"1,800","1,600","1,600","1,800","1,700","1,700","2,000","2,000","2,500",,"1,900",,"2,300",
"",,Wholesale,"1,600","1,800","1,500","2,000",,"1,600","1,400","1,450","1,600","1,500","1,600","1,800","1,700","2,200",,"1,600",,"2,000",
Rice (Super),Kg,Retail,"2,000","2,200","2,000","1,800","2,200","2,200","2,000","1,900","2,000","1,700","1,800","2,200","2,500","2,200","2,000","2,000","1,800","2,300",
"",,Wholesale,"1,900","2,000","1,700","1,600","2,000","1,850","1,800","1,750","1,800","1,500","1,700","1,900","2,000","2,200",,"1,850","1,750","2,000",
Simsim,Kg,Retail,"3,000","3,500","2,500",,,"3,000","2,300","1,800",,"3,000","1,900","2,400","2,200","2,000","1,300",,"1,800","2,000",
"",,Wholesale,"2,800","3,000","1,700",,,"2,400","2,000","1,400",,"2,700","1,700","2,200","2,000","1,800","1,200",,"1,800","1,800",
Sorghum Flour,Kg,Retail,"1,200",,"1,050",,,"1,000","1,000",800,700,700,600,"1,500",800,"1,200","1,300","1,100","3,200","1,300",
"",,Wholesale,900,,800,,,700,900,700,500,600,550,"1,400",700,"1,000","1,200",850,"2,100","1,200",
Sorghum Grain,Kg,Retail,"1,200",700,730,,,800,800,800,,600,500,900,850,550,"1,500","1,000","1,100","1,000",
"",,Wholesale,900,500,680,,,500,700,650,,400,450,700,800,550,,650,"1,050",700,
Soya Beans,Kg,Retail,"2,500","1,500","1,100","1,500","1,500","1,400","1,200","1,500","1,500","1,700","1,200","1,500","1,200","1,000","1,000","1,700","2,000",,
"",,Wholesale,"2,300","1,000",900,"1,400","1,400","1,000","1,000","1,000","1,300","1,400","1,000","1,300","1,000","1,000",,"1,640","2,000",,
Sunflower,Kg,Retail,,"2,100",550,,"3,000",,600,,,,400,,,550,,"1,800",,,
"",,Wholesale,,"1,900",450,,"2,300",,500,,,,350,,,500,,"1,600",,,
Sweet Potatoes,Kg,Retail,500,550,390,800,700,325,600,250,200,500,200,500,500,"1,000",500,140,300,800,
"",,Wholesale,280,400,325,700,500,275,520,200,"1,500",300,150,500,400,800,250,90,280,700,
Tea (Unprocessed),Kg,Retail,,,400,,"5,000",,,,,,,,,,,,,,
"",,Wholesale,,,350,,"4,500",,,,,,,,,,,,,,
Turkey (Bird),bird,Retail,,"24,000","45,000",,"30,000","40,000","26,000","26,000",,"30,000","23,000",,"23,000",,,,,,
"",,Wholesale,,"20,500","35,000",,"25,000","35,000","23,000","24,000",,"20,000","21,000",,"19,500",,,,,,
Upland Rice,Kg,Retail,"1,600","1,800","1,600","2,000","2,000",,"1,400","1,500",,,,"1,600","2,000","2,000","1,400","1,800","2,000","2,000",
"",,Wholesale,"1,500","1,600","1,400","1,800","1,800",,"1,250","1,400",,,,,"1,300","2,000","1,300","1,700","2,000","1,800",
Vanilla (Unprocessed),Kg,Retail,,"1,800","2,500",,,,,,,,,,,,,500,,,
"",Wholesale,,"1,500","2,000",,,,,,,,,,,,380,,,,,
