"",Wholesale,3000 400,3000,800 2000 1300 1600,3400,850 1500,1400,1300,2800 4000,1800 700,3000 4000,750,4000,
Pineapple,Retail,2000 1700,2000,1200 2000 2000 1000,1600,2300,2500,2500,3000 3100,1500 1300,1000 1000,700,2500,
"",Wholesale,1300 1300,1800,1000 1200 1500 700,1200,2000,2250,,2000 2800,1000 1000,800 900,600,2000,2500
Groundnuts,Retail,3000 2600,4300,2500 4500 3200 3000,3200,3500 3000,2800,4000,2800,3500 3500,3800 3000,3000,3500,
"",Wholesale,2500 2400,4000,2300 3500 2700 2400,2850,3300 2400,2500,3600,2600,3000 2800,3600 2900,2800,3200,
Sunflower,Retail,,,1200,,,1100,,1350,,,,4000,
"",Wholesale,,,1000,,,1000,,1250,,,,3500,
Matooke,Retail,15000 15000,19000,18000 18000 14000 15000,26000,18000 15000,18000,16000,19000 20000,12000 20000,16000 10000,10000,18000,
"",Wholesale,12000 11000,15000,14000 13000 12000 13000,24000,17000 13000,16000,15000,14000 18500,8000 14000,13000 8000,8000,14000,
Matooke (kg),Retail,1000 600,2000,375 1000 600 400,1000,360 1000,1300,450,2000 900,1800 2000,2000,250,2500,
"",Wholesale,600 500,2000,150 600 520 350,800,340 1000,1200,350,1200 850,1500 1500,2000,200,2200,
"",,,,CENTRAL,,EASTERN,,,NORTHERN,,WESTERN,,,Organic
Commodity,Values,Kalerwe Kiboga,Luwero,Masaka NakaseroNakawa Owino,Iganga,Jinja Mbale,Soroti,Arua,Gulu Lira,Fort PortHoima,Kabale Kasese,Kisoro,Mbarara,prices
Exotic Chicken,Retail,10000,10500,20000,12000,13000,10000,8000,9000,12000,10000,13000,16000,13000,15000,,10000,10000,10000,,10000,
"",Wholesale,8500,8500,18000,8000,10000,9000,7500,8000,10000,900,12000,,8000,14000,,8000,9000,9000,,9500,
Exotic Eggs,Retail,9500,8000,,6300,7500,7500,6500,7200,9000,7500,7500,9000,11000,7500,7000,8000,7000,7200,7500,7500,
"",Wholesale,8000,7000,,5200,7000,6500,6000,6700,8500,7000,7000,7500,8000,6500,6000,6500,6500,6000,7000,7500,
Local Chicken,Retail,20000,13000,27000,20000,25000,15000,18000,22000,20000,1400,15000,23000,22000,20000,,22000,13000,20000,19000,20000,
"",Wholesale,15000,9500,23500,16000,15000,13000,15000,16500,17500,12000,14000,20000,14500,19000,,15000,10000,18000,18000,17000,
Local Eggs,Retail,16000,12000,7600,9300,15000,12000,13000,9400,12000,,12000,14000,,11,9500,10000,15000,9500,10500,12000,
"",Wholesale,12000,9000,6800,8600,15000,10000,11000,7800,10000,,11500,,,9000,8500,8800,14500,9000,9000,11000,15000
Turkey,Retail,,,63500,50000,60000,50000,35000,50000,50000,,55000,,,,,,,,,,
"",Wholesale,,,58500,38000,45000,45000,25000,46000,46000,,53000,,,,,,,,,,
Agwede Beans,Retail,,,,1200,,1600,1400,1650,2200,,,1400,1300,1600,,,2000,,,2000,
"",Wholesale,,,,1100,,1400,1200,1450,1800,,,,1000,1400,,,1800,,,1800,2000
Cow Peas,Retail,3500,2400,3400,1500,3500,2000,3500,2500,2000,3000,2000,2400,1200,4500,2500,3400,,2500,2500,3300,
"",Wholesale,2800,2000,2600,1200,3000,1550,3000,2300,1800,2500,1700,1500,900,4200,2200,3000,,2500,2400,3000,
Nambale Beans,Retail,2000,1500,2800,1600,3000,2000,1500,1850,,1700,2000,1500,2000,1600,2000,2000,1800,1800,,2000,
"",Wholesale,1800,1300,2500,1400,2000,1600,1350,1650,,1600,1700,1300,1700,1400,1800,1600,1700,1800,,1800,
Soya Beans,Retail,2500,1600,3200,2100,3000,1600,1700,1800,2200,2000,2000,2000,,1500,2500,2200,,3500,2400,2500,
"",Wholesale,2000,1300,2900,1800,2000,1400,1400,1500,1850,1500,1700,1300,,1350,2000,2000,,2500,2200,2300,
Yellow Beans,Retail,2200,1500,2800,1200,3000,2200,1800,2100,2400,2000,2000,2000,2200,1600,2500,2000,,2000,1400,2400,
"",Wholesale,2000,1300,2450,1100,2200,1700,1650,1850,2000,1700,1800,1800,1600,1400,2300,1800,,1500,1300,2200,
Cassava Flour,Retail,1000,1200,1200,1300,1500,1100,1100,900,650,1000,1000,900,1500,1000,1200,1200,1500,900,1200,1500,
"",Wholesale,800,950,1000,750,1000,900,900,700,570,950,800,850,1200,800,1000,800,1200,650,1000,1300,
Dry Fermented Cassava,Retail,,,1100,,,,800,380,220,,680,750,1300,,,,,250,,,
"",Wholesale,,,900,,,,700,360,200,,650,650,800,,,,,230,,,
Fresh Cassava,Retail,500,400,2000,1000,1000,600,1200,1000,250,300,500,1000,1500,350,1500,2000,2000,1000,500,2000,
"",Wholesale,300,350,1800,600,500,500,1000,700,200,250,460,800,1000,320,1200,1600,1500,800,400,1500,
Irish Potatoes,Retail,1000,800,2800,2000,1500,800,750,1000,1000,600,1000,1600,1500,1500,1500,2500,500,4500,500,1500,
"",Wholesale,,600,2500,1300,800,700,650,800,850,550,700,1200,1200,1400,1000,1500,470,4000,458,1000,
Orange Fleshed S.Potato,Retail,5000,,,1200,2000,,1200,,,,,,2000,850,,2500,,1000,266,2000,
"",Wholesale,4000,,,600,1500,,1000,,,,,,1500,750,,2000,,1000,250,2000,
Sun Dried Cassava,Retail,,700,1650,,,1200,800,400,220,700,750,750,1300,600,,520,,250,,1300,
"",Wholesale,,500,1500,,,900,700,380,180,650,700,650,700,550,,480,,230,,1200,1500
White fleshed s.Potato,Retail,1000,700,2000,1000,2000,1000,1000,2000,380,600,1200,1100,1500,850,1500,2500,2000,1000,266,2000,
"",Wholesale,500,600,1800,500,1500,600,800,1500,350,450,1000,800,1000,750,1000,2000,1800,1000,250,1500,1500
Coffee (Arabica),Retail,,2000,,7000,,,,,2100,7800,,,,,,,,8000,4500,,
"",Wholesale,,1700,,5500,,,8500,,1800,7500,,,,,,,,7500,4000,,
Coffee (Robusta),Retail,,,,,,,,,,,,,,,,,,4500,,,
"",Wholesale,,,,,,,5500,,,,,,,,,,,4000,,,
Unprocessed Cotton,Retail,,,,2800,,,,,2700,,,,,,,,,2900,,,
"",Wholesale,,,,2400,,,,,2500,,,,,,,,,2800,,,
Unprocessed Tea,Retail,,,,,6000,,,,,,,,,,,,,,,,
"",Wholesale,,,,,4000,,,,,,,,,,,,,,,,
Unprocessed Vanilla,Retail,,,,,,,3500,,,,,,,,,,,,,,
"",Wholesale,,,,,,,3000,,,,,,,,,,,,,,
